bin_id,timestamp,fill_level,location_zone,last_collection,day_type,weather_flag,event_flag,nearby_activity,recent_fill_trend,overflow
BIN001,2024-09-14 16:00:00,58.79,ZONE_A,2024-09-14 04:00:00,weekend,0,0,87.9,11.49,0
BIN001,2024-09-14 20:00:00,77.07,ZONE_A,2024-09-14 04:00:00,weekend,0,0,80.7,12.42,1
BIN001,2024-09-15 00:00:00,94.49,ZONE_A,2024-09-14 04:00:00,weekend,0,0,68.0,12.43,1
BIN001,2024-09-15 04:00:00,100.0,ZONE_A,2024-09-14 04:00:00,weekend,1,0,49.7,11.9,1
BIN001,2024-09-15 08:00:00,100.0,ZONE_A,2024-09-14 04:00:00,weekend,0,0,52.9,7.64,1
BIN001,2024-09-15 12:00:00,14.35,ZONE_A,2024-09-15 12:00:00,weekend,0,0,84.0,1.84,0
BIN001,2024-09-15 16:00:00,31.99,ZONE_A,2024-09-15 12:00:00,weekend,0,0,75.1,-28.55,0
BIN001,2024-09-15 20:00:00,49.86,ZONE_A,2024-09-15 12:00:00,weekend,0,0,62.1,-22.67,0
BIN001,2024-09-16 00:00:00,66.83,ZONE_A,2024-09-15 12:00:00,weekday,0,0,56.3,11.84,0
BIN001,2024-09-16 04:00:00,82.8,ZONE_A,2024-09-15 12:00:00,weekday,0,0,57.9,11.61,1
BIN001,2024-09-16 08:00:00,99.83,ZONE_A,2024-09-15 12:00:00,weekday,0,0,66.6,10.98,1
BIN001,2024-09-16 12:00:00,100.0,ZONE_A,2024-09-15 12:00:00,weekday,0,0,54.1,11.0,1
BIN001,2024-09-16 16:00:00,12.39,ZONE_A,2024-09-16 16:00:00,weekday,0,0,78.0,5.73,0
BIN001,2024-09-16 20:00:00,30.88,ZONE_A,2024-09-16 16:00:00,weekday,0,0,79.2,-29.15,0
BIN001,2024-09-17 00:00:00,46.36,ZONE_A,2024-09-16 16:00:00,weekday,0,0,45.1,-23.04,0
BIN001,2024-09-17 04:00:00,64.12,ZONE_A,2024-09-16 16:00:00,weekday,0,0,65.5,11.33,0
BIN001,2024-09-17 08:00:00,81.61,ZONE_A,2024-09-16 16:00:00,weekday,1,0,59.1,11.08,1
BIN001,2024-09-17 12:00:00,100.0,ZONE_A,2024-09-16 16:00:00,weekday,0,1,67.4,11.75,1
BIN001,2024-09-17 16:00:00,100.0,ZONE_A,2024-09-16 16:00:00,weekday,0,0,43.4,11.96,1
BIN001,2024-09-17 20:00:00,100.0,ZONE_A,2024-09-16 16:00:00,weekday,0,0,55.2,6.13,1
BIN001,2024-09-18 00:00:00,100.0,ZONE_A,2024-09-16 16:00:00,weekday,0,1,95.4,0.0,1
BIN001,2024-09-18 04:00:00,100.0,ZONE_A,2024-09-16 16:00:00,weekday,1,0,62.1,0.0,1
BIN001,2024-09-18 08:00:00,7.33,ZONE_A,2024-09-18 08:00:00,weekday,0,1,72.2,0.0,0
BIN001,2024-09-18 12:00:00,23.08,ZONE_A,2024-09-18 08:00:00,weekday,0,0,47.9,-30.89,0
BIN001,2024-09-18 16:00:00,42.55,ZONE_A,2024-09-18 08:00:00,weekday,0,1,73.2,-25.64,0
BIN001,2024-09-18 20:00:00,59.05,ZONE_A,2024-09-18 08:00:00,weekday,0,0,52.2,11.74,0
BIN001,2024-09-19 00:00:00,77.19,ZONE_A,2024-09-18 08:00:00,weekday,0,0,75.6,11.99,1
BIN001,2024-09-19 04:00:00,96.06,ZONE_A,2024-09-18 08:00:00,weekday,1,0,67.0,11.55,1
BIN001,2024-09-19 08:00:00,100.0,ZONE_A,2024-09-18 08:00:00,weekday,1,0,72.9,12.34,1
BIN001,2024-09-19 12:00:00,100.0,ZONE_A,2024-09-18 08:00:00,weekday,0,0,79.9,7.6,1
BIN001,2024-09-19 16:00:00,100.0,ZONE_A,2024-09-18 08:00:00,weekday,0,0,44.2,1.31,1
BIN001,2024-09-19 20:00:00,100.0,ZONE_A,2024-09-18 08:00:00,weekday,0,0,41.5,0.0,1
BIN001,2024-09-20 00:00:00,100.0,ZONE_A,2024-09-18 08:00:00,weekday,0,0,40.0,0.0,1
BIN001,2024-09-20 04:00:00,7.67,ZONE_A,2024-09-20 04:00:00,weekday,0,0,59.9,0.0,0
BIN001,2024-09-20 08:00:00,23.72,ZONE_A,2024-09-20 04:00:00,weekday,0,0,59.4,-30.78,0
BIN001,2024-09-20 12:00:00,39.74,ZONE_A,2024-09-20 04:00:00,weekday,0,0,40.5,-25.43,0
BIN001,2024-09-20 16:00:00,57.16,ZONE_A,2024-09-20 04:00:00,weekday,1,0,65.9,10.69,0
BIN001,2024-09-20 20:00:00,74.09,ZONE_A,2024-09-20 04:00:00,weekday,0,0,59.3,11.14,1
BIN001,2024-09-21 00:00:00,90.93,ZONE_A,2024-09-20 04:00:00,weekend,0,0,76.2,11.45,1
BIN001,2024-09-21 04:00:00,100.0,ZONE_A,2024-09-20 04:00:00,weekend,0,0,79.2,11.26,1
BIN001,2024-09-21 08:00:00,100.0,ZONE_A,2024-09-20 04:00:00,weekend,0,0,84.1,8.64,1
BIN001,2024-09-21 12:00:00,100.0,ZONE_A,2024-09-20 04:00:00,weekend,0,0,86.6,3.02,1
BIN001,2024-09-21 16:00:00,100.0,ZONE_A,2024-09-20 04:00:00,weekend,0,0,70.1,0.0,1
BIN001,2024-09-21 20:00:00,14.1,ZONE_A,2024-09-21 20:00:00,weekend,1,0,59.3,0.0,0
BIN002,2024-09-01 00:00:00,37.72,ZONE_B,2024-08-29 10:00:00,weekend,0,0,69.2,0.0,0
BIN002,2024-09-01 04:00:00,51.78,ZONE_B,2024-08-29 10:00:00,weekend,0,0,54.9,0.0,0
BIN002,2024-09-01 08:00:00,69.59,ZONE_B,2024-08-29 10:00:00,weekend,1,1,100.0,9.6,1
BIN002,2024-09-01 12:00:00,84.11,ZONE_B,2024-08-29 10:00:00,weekend,0,0,59.7,10.62,1
BIN002,2024-09-01 16:00:00,97.49,ZONE_B,2024-08-29 10:00:00,weekend,0,0,46.1,10.77,1
BIN002,2024-09-01 20:00:00,9.61,ZONE_B,2024-09-01 20:00:00,weekend,1,0,62.2,9.3,0
BIN002,2024-09-02 00:00:00,24.56,ZONE_B,2024-09-01 20:00:00,weekday,1,0,66.0,-24.83,0
BIN002,2024-09-02 04:00:00,38.33,ZONE_B,2024-09-01 20:00:00,weekday,0,0,53.5,-24.31,0
BIN002,2024-09-02 08:00:00,51.08,ZONE_B,2024-09-01 20:00:00,weekday,0,0,38.0,9.57,0
BIN002,2024-09-02 12:00:00,64.71,ZONE_B,2024-09-01 20:00:00,weekday,0,0,69.7,8.84,0
BIN002,2024-09-02 16:00:00,78.83,ZONE_B,2024-09-01 20:00:00,weekday,0,0,57.4,8.79,0
BIN002,2024-09-02 20:00:00,92.52,ZONE_B,2024-09-01 20:00:00,weekday,0,0,41.4,9.25,1
BIN002,2024-09-03 00:00:00,100.0,ZONE_B,2024-09-01 20:00:00,weekday,0,0,57.1,9.27,1
BIN002,2024-09-03 04:00:00,100.0,ZONE_B,2024-09-01 20:00:00,weekday,0,0,55.9,7.06,1
BIN002,2024-09-03 08:00:00,10.39,ZONE_B,2024-09-03 08:00:00,weekday,0,1,71.8,2.49,0
BIN002,2024-09-03 12:00:00,24.1,ZONE_B,2024-09-03 08:00:00,weekday,0,0,40.3,-29.87,0
BIN002,2024-09-03 16:00:00,37.89,ZONE_B,2024-09-03 08:00:00,weekday,0,0,34.6,-25.3,0
BIN002,2024-09-03 20:00:00,52.84,ZONE_B,2024-09-03 08:00:00,weekday,0,0,69.2,9.16,0
BIN002,2024-09-04 00:00:00,68.8,ZONE_B,2024-09-03 08:00:00,weekday,0,1,75.6,9.58,0
BIN002,2024-09-04 04:00:00,81.99,ZONE_B,2024-09-03 08:00:00,weekday,0,0,67.6,10.31,1
BIN002,2024-09-04 08:00:00,96.93,ZONE_B,2024-09-03 08:00:00,weekday,1,0,52.5,9.72,1
BIN002,2024-09-04 12:00:00,14.46,ZONE_B,2024-09-04 12:00:00,weekday,0,0,42.1,9.38,0
BIN002,2024-09-04 16:00:00,27.88,ZONE_B,2024-09-04 12:00:00,weekday,1,0,35.4,-22.51,0
BIN002,2024-09-04 20:00:00,40.89,ZONE_B,2024-09-04 12:00:00,weekday,0,0,59.7,-23.02,0
BIN002,2024-09-05 00:00:00,53.95,ZONE_B,2024-09-04 12:00:00,weekday,0,0,68.1,8.81,0
BIN002,2024-09-05 04:00:00,67.0,ZONE_B,2024-09-04 12:00:00,weekday,0,0,64.2,8.69,0
BIN002,2024-09-05 08:00:00,79.99,ZONE_B,2024-09-04 12:00:00,weekday,0,0,44.3,8.7,1
BIN002,2024-09-05 12:00:00,93.87,ZONE_B,2024-09-04 12:00:00,weekday,0,0,56.5,8.68,1
BIN002,2024-09-05 16:00:00,12.65,ZONE_B,2024-09-05 16:00:00,weekday,0,0,35.0,8.96,0
BIN002,2024-09-05 20:00:00,26.36,ZONE_B,2024-09-05 16:00:00,weekday,0,0,35.9,-22.45,0
BIN002,2024-09-06 00:00:00,39.38,ZONE_B,2024-09-05 16:00:00,weekday,1,0,40.0,-22.5,0
BIN002,2024-09-06 04:00:00,55.62,ZONE_B,2024-09-05 16:00:00,weekday,1,1,81.4,8.91,0
BIN002,2024-09-06 08:00:00,70.17,ZONE_B,2024-09-05 16:00:00,weekday,1,0,51.0,9.75,0
BIN002,2024-09-06 12:00:00,84.45,ZONE_B,2024-09-05 16:00:00,weekday,0,0,50.2,10.26,1
BIN002,2024-09-06 16:00:00,98.7,ZONE_B,2024-09-05 16:00:00,weekday,0,0,48.3,9.61,1
BIN002,2024-09-06 20:00:00,5.81,ZONE_B,2024-09-06 20:00:00,weekday,0,0,49.6,9.51,0
BIN002,2024-09-07 00:00:00,20.52,ZONE_B,2024-09-06 20:00:00,weekend,0,0,60.2,-26.21,0
BIN002,2024-09-07 04:00:00,34.47,ZONE_B,2024-09-06 20:00:00,weekend,0,0,46.0,-26.06,0
BIN002,2024-09-07 08:00:00,47.24,ZONE_B,2024-09-06 20:00:00,weekend,0,0,48.1,9.55,0
BIN002,2024-09-07 12:00:00,62.48,ZONE_B,2024-09-06 20:00:00,weekend,0,1,84.1,8.91,1
BIN002,2024-09-07 16:00:00,78.25,ZONE_B,2024-09-06 20:00:00,weekend,0,1,76.8,9.34,1
BIN002,2024-09-07 20:00:00,92.32,ZONE_B,2024-09-06 20:00:00,weekend,0,0,55.8,10.33,1
BIN002,2024-09-08 00:00:00,100.0,ZONE_B,2024-09-06 20:00:00,weekend,0,0,54.8,9.95,1
BIN002,2024-09-08 04:00:00,100.0,ZONE_B,2024-09-06 20:00:00,weekend,1,0,57.3,7.25,1
BIN002,2024-09-08 08:00:00,100.0,ZONE_B,2024-09-06 20:00:00,weekend,0,0,66.0,2.56,1
BIN002,2024-09-08 12:00:00,100.0,ZONE_B,2024-09-06 20:00:00,weekend,0,0,50.8,0.0,1
BIN002,2024-09-08 16:00:00,100.0,ZONE_B,2024-09-06 20:00:00,weekend,1,0,43.7,0.0,1
BIN002,2024-09-08 20:00:00,11.18,ZONE_B,2024-09-08 20:00:00,weekend,0,0,58.6,0.0,0
BIN002,2024-09-09 00:00:00,24.03,ZONE_B,2024-09-08 20:00:00,weekday,0,0,47.7,-29.61,0
BIN002,2024-09-09 04:00:00,38.1,ZONE_B,2024-09-08 20:00:00,weekday,1,0,41.3,-25.32,0
BIN002,2024-09-09 08:00:00,52.63,ZONE_B,2024-09-08 20:00:00,weekday,0,1,72.8,8.97,0
BIN002,2024-09-09 12:00:00,65.42,ZONE_B,2024-09-08 20:00:00,weekday,1,0,43.1,9.53,0
BIN002,2024-09-09 16:00:00,79.47,ZONE_B,2024-09-08 20:00:00,weekday,0,0,50.0,9.11,1
BIN002,2024-09-09 20:00:00,95.39,ZONE_B,2024-09-08 20:00:00,weekday,0,1,64.2,8.95,1
BIN002,2024-09-10 00:00:00,100.0,ZONE_B,2024-09-08 20:00:00,weekday,0,0,34.6,9.99,1
BIN002,2024-09-10 04:00:00,100.0,ZONE_B,2024-09-08 20:00:00,weekday,0,0,66.8,6.84,1
BIN002,2024-09-10 08:00:00,100.0,ZONE_B,2024-09-08 20:00:00,weekday,0,0,45.8,1.54,1
BIN002,2024-09-10 12:00:00,100.0,ZONE_B,2024-09-08 20:00:00,weekday,0,0,50.4,0.0,1
BIN002,2024-09-10 16:00:00,100.0,ZONE_B,2024-09-08 20:00:00,weekday,0,0,35.9,0.0,1
BIN002,2024-09-10 20:00:00,100.0,ZONE_B,2024-09-08 20:00:00,weekday,0,0,49.8,0.0,1
BIN002,2024-09-11 00:00:00,100.0,ZONE_B,2024-09-08 20:00:00,weekday,0,0,55.0,0.0,1
BIN002,2024-09-11 04:00:00,10.07,ZONE_B,2024-09-11 04:00:00,weekday,1,0,42.1,0.0,0
BIN002,2024-09-11 08:00:00,26.57,ZONE_B,2024-09-11 04:00:00,weekday,0,1,79.8,-29.98,0
BIN002,2024-09-11 12:00:00,40.61,ZONE_B,2024-09-11 04:00:00,weekday,0,0,52.2,-24.48,0
BIN002,2024-09-11 16:00:00,53.7,ZONE_B,2024-09-11 04:00:00,weekday,0,0,42.9,10.18,0
BIN002,2024-09-11 20:00:00,67.93,ZONE_B,2024-09-11 04:00:00,weekday,1,0,43.7,9.04,0
BIN002,2024-09-12 00:00:00,81.28,ZONE_B,2024-09-11 04:00:00,weekday,0,0,47.6,9.11,1
BIN002,2024-09-12 04:00:00,94.21,ZONE_B,2024-09-11 04:00:00,weekday,0,0,46.4,9.19,1
BIN002,2024-09-12 08:00:00,100.0,ZONE_B,2024-09-11 04:00:00,weekday,0,0,32.6,8.76,1
BIN002,2024-09-12 12:00:00,100.0,ZONE_B,2024-09-11 04:00:00,weekday,0,0,64.9,6.24,1
BIN002,2024-09-12 16:00:00,100.0,ZONE_B,2024-09-11 04:00:00,weekday,0,0,45.7,1.93,1
BIN002,2024-09-12 20:00:00,100.0,ZONE_B,2024-09-11 04:00:00,weekday,0,0,56.8,0.0,1
BIN002,2024-09-13 00:00:00,7.14,ZONE_B,2024-09-13 00:00:00,weekday,0,0,44.5,0.0,0
BIN002,2024-09-13 04:00:00,19.19,ZONE_B,2024-09-13 00:00:00,weekday,0,0,35.5,-30.95,0
BIN002,2024-09-13 08:00:00,34.45,ZONE_B,2024-09-13 00:00:00,weekday,1,0,63.4,-26.94,0
BIN002,2024-09-13 12:00:00,46.99,ZONE_B,2024-09-13 00:00:00,weekday,0,0,45.1,9.1,0
BIN002,2024-09-13 16:00:00,60.11,ZONE_B,2024-09-13 00:00:00,weekday,0,0,47.5,9.27,0
BIN002,2024-09-13 20:00:00,73.72,ZONE_B,2024-09-13 00:00:00,weekday,0,0,59.9,8.55,0
BIN002,2024-09-14 00:00:00,88.74,ZONE_B,2024-09-13 00:00:00,weekend,0,0,72.1,8.91,1
BIN002,2024-09-14 04:00:00,100.0,ZONE_B,2024-09-13 00:00:00,weekend,0,0,55.5,9.54,1
BIN002,2024-09-14 08:00:00,13.46,ZONE_B,2024-09-14 08:00:00,weekend,1,0,69.4,8.76,0
BIN002,2024-09-14 12:00:00,27.48,ZONE_B,2024-09-14 08:00:00,weekend,0,0,72.7,-25.09,0
BIN002,2024-09-14 16:00:00,40.41,ZONE_B,2024-09-14 08:00:00,weekend,0,0,36.6,-24.17,0
BIN002,2024-09-14 20:00:00,57.51,ZONE_B,2024-09-14 08:00:00,weekend,0,1,100.0,8.98,0
BIN002,2024-09-15 00:00:00,70.71,ZONE_B,2024-09-14 08:00:00,weekend,0,0,47.6,10.01,0
BIN002,2024-09-15 04:00:00,86.03,ZONE_B,2024-09-14 08:00:00,weekend,1,0,73.9,10.1,1
BIN002,2024-09-15 08:00:00,99.8,ZONE_B,2024-09-14 08:00:00,weekend,1,0,47.5,9.51,1
BIN002,2024-09-15 12:00:00,9.29,ZONE_B,2024-09-15 12:00:00,weekend,0,0,40.8,9.7,0
BIN002,2024-09-15 16:00:00,21.75,ZONE_B,2024-09-15 12:00:00,weekend,0,0,48.2,-25.58,0
BIN002,2024-09-15 20:00:00,35.58,ZONE_B,2024-09-15 12:00:00,weekend,0,0,55.3,-26.02,0
BIN002,2024-09-16 00:00:00,49.85,ZONE_B,2024-09-15 12:00:00,weekday,1,0,43.8,8.76,0
BIN002,2024-09-16 04:00:00,62.09,ZONE_B,2024-09-15 12:00:00,weekday,0,0,43.3,9.37,0
BIN002,2024-09-16 08:00:00,75.78,ZONE_B,2024-09-15 12:00:00,weekday,0,0,61.2,8.84,0
BIN002,2024-09-16 12:00:00,91.33,ZONE_B,2024-09-15 12:00:00,weekday,0,1,85.2,8.64,1
BIN002,2024-09-16 16:00:00,100.0,ZONE_B,2024-09-15 12:00:00,weekday,1,0,50.6,9.75,1
BIN002,2024-09-16 20:00:00,100.0,ZONE_B,2024-09-15 12:00:00,weekday,0,0,61.2,8.07,1
BIN002,2024-09-17 00:00:00,100.0,ZONE_B,2024-09-15 12:00:00,weekday,0,0,65.8,2.89,1
BIN002,2024-09-17 04:00:00,100.0,ZONE_B,2024-09-15 12:00:00,weekday,0,0,50.8,0.0,1
BIN002,2024-09-17 08:00:00,11.61,ZONE_B,2024-09-17 08:00:00,weekday,0,0,51.8,0.0,0
BIN002,2024-09-17 12:00:00,23.87,ZONE_B,2024-09-17 08:00:00,weekday,0,0,44.1,-29.46,0
BIN002,2024-09-17 16:00:00,38.8,ZONE_B,2024-09-17 08:00:00,weekday,0,0,69.2,-25.38,0
BIN002,2024-09-17 20:00:00,53.32,ZONE_B,2024-09-17 08:00:00,weekday,0,0,57.2,9.06,0
BIN002,2024-09-18 00:00:00,68.21,ZONE_B,2024-09-17 08:00:00,weekday,0,1,63.3,9.82,0
BIN002,2024-09-18 04:00:00,82.73,ZONE_B,2024-09-17 08:00:00,weekday,0,0,57.2,9.81,1
